"NUMBR,N,6,0","DIST,N,4,0","DATA,D","ASTRDAY,N,3,0","HR,N,2,0","MIN,N,2,0","V1,N,7,3","V2,N,7,3","V3,N,7,3","TAU1,N,8,4","TAU2,N,8,4"
11707,245,07/20/78,200,7,21,49.999,48.155,44.227,-8.3342,-8.5715
11708,225,07/20/78,200,7,24,999.999,999.999,44.196,-10.2835,-2.6017
11709,163,07/20/78,200,7,37,999.999,51.602,43.077,-2.5814,-0.8681
11710,224,07/20/78,200,7,38,48.316,44.660,49.694,-13.3471,-7.7044
11711,215,07/20/78,200,7,41,999.999,48.375,999.999,-8.2658,-13.1922
11712,144,07/20/78,200,7,46,48.441,999.999,999.999,-19.3379,0.6428
11713,205,07/20/78,200,7,46,45.878,42.436,45.666,-11.9635,-14.4551
11714,218,07/20/78,200,7,48,43.859,43.434,38.355,-9.1082,-20.2639
11715,197,07/20/78,200,7,58,48.121,999.999,999.999,-17.3335,-0.0146
11716,217,07/20/78,200,8,0,50.033,51.062,999.999,-10.3422,-12.4704
11717,166,07/20/78,200,8,0,36.918,32.470,37.685,-1.0613,-33.0543
11718,204,07/20/78,200,8,3,55.947,56.643,999.999,-12.5017,-7.1228
11719,186,07/20/78,200,8,9,40.087,52.274,999.999,-19.0415,0.9011
11720,188,07/20/78,200,8,11,46.223,46.935,46.148,-13.2192,-15.3313
11721,170,07/20/78,200,8,13,999.999,999.999,44.793,-12.4505,-16.5915
11722,185,07/20/78,200,8,14,47.100,999.999,999.999,-15.0151,-5.5122
11723,178,07/20/78,200,8,14,49.086,47.473,45.813,-12.5019,-16.8405
11724,224,07/20/78,200,8,15,24.703,28.701,22.883,7.6755,-38.5593
11725,177,07/20/78,200,8,20,53.713,50.157,53.790,-12.1367,-15.4340
11726,170,07/20/78,200,8,21,999.999,999.999,49.985,-9.0315,-18.7146
11727,185,07/20/78,200,8,22,52.042,46.364,44.244,-7.3893,-23.8125
11728,174,07/20/78,200,8,24,999.999,43.325,39.983,-8.2741,-24.4833
11729,179,07/20/78,200,8,24,46.629,48.196,999.999,-10.6092,-29.8870
11730,273,07/20/78,200,8,24,28.955,29.418,28.388,-7.7906,-18.4829
11731,193,07/20/78,200,8,25,49.037,999.999,999.999,-12.5809,-12.8160
11732,160,07/20/78,200,8,28,51.030,55.585,51.096,-16.2515,-7.9451
11733,169,07/20/78,200,8,28,52.434,52.356,47.867,-10.6936,-17.1897
11734,170,07/20/78,200,8,29,45.442,50.138,48.874,-11.4067,-22.0781
11735,133,07/20/78,200,8,34,28.339,999.999,34.380,-10.3192,-0.6892
11736,161,07/20/78,200,8,39,999.999,49.174,37.953,-7.1092,-42.5437
11737,159,07/20/78,200,8,39,30.171,30.493,29.468,-3.0388,-39.5099
11738,168,07/20/78,200,8,52,40.031,56.894,999.999,-12.0801,-17.0075
11739,163,07/20/78,200,8,54,40.825,41.969,40.813,-20.3984,-13.7828
11740,134,07/20/78,200,8,56,999.999,33.311,29.220,-15.0805,-0.7517
11741,210,07/20/78,200,8,57,49.569,47.071,48.011,-8.0230,-14.6540
11742,209,07/20/78,200,9,0,999.999,38.387,999.999,-11.2655,-8.7951
11743,157,07/20/78,200,9,0,999.999,63.164,999.999,-34.2610,-11.0385
11744,184,07/20/78,200,9,2,54.726,999.999,999.999,-75.0723,-12.3609
11745,174,07/20/78,200,9,2,32.792,999.999,33.863,-26.1885,-40.5315
11746,193,07/20/78,200,9,6,999.999,57.057,999.999,-54.4961,-1.2794
11747,190,07/20/78,200,9,8,49.470,999.999,999.999,-10.9356,-12.7696
11748,213,07/20/78,200,9,8,43.510,45.187,46.550,-17.7226,-0.4406
11749,195,07/20/78,200,9,11,61.241,54.605,53.503,-10.5317,-13.1993
11750,153,07/20/78,200,9,12,999.999,44.640,999.999,-9.6465,-23.3996
11751,130,07/20/78,200,9,13,999.999,46.084,999.999,-77.6580,-14.2627
11752,226,07/20/78,200,9,16,32.212,32.868,30.953,5.1939,-30.2727
11753,188,07/20/78,200,9,16,51.290,53.110,999.999,-12.9255,-13.0907
11754,177,07/20/78,200,9,18,999.999,26.774,26.500,-6.0995,-43.4473
11755,180,07/20/78,200,9,20,999.999,999.999,51.407,-12.5914,-18.4336
11756,152,07/20/78,200,9,22,999.999,41.447,999.999,-7.3919,-0.6931
11757,200,07/20/78,200,9,24,32.331,999.999,32.190,5.5281,-31.8401
11758,179,07/20/78,200,9,27,41.020,999.999,45.354,-5.3103,-11.6533
11759,207,07/20/78,200,9,30,999.999,48.513,55.765,-7.0808,-18.7616
11760,189,07/20/78,200,9,34,53.222,64.176,999.999,-12.3116,-12.3116
11761,142,07/20/78,200,9,37,45.585,42.381,42.709,-7.9509,-31.4569
11762,170,07/20/78,200,9,39,47.929,999.999,999.999,-2.6955,-27.4723
11763,239,07/20/78,200,9,43,30.290,30.128,999.999,8.5097,-33.3141
11764,373,07/20/78,200,9,46,39.368,999.999,42.298,-19.7379,-0.0932
11765,245,07/20/78,200,9,48,999.999,27.835,23.713,7.7137,-31.4267
11766,139,07/20/78,200,9,57,999.999,51.937,45.484,-15.2168,-3.5607
11767,190,07/20/78,200,10,0,28.331,28.159,999.999,13.5060,-42.6773
11768,241,07/20/78,200,10,8,999.999,26.782,999.999,4.2903,-31.3988
11769,100,07/20/78,200,10,9,999.999,35.591,999.999,-15.7982,-29.8874
11770,142,07/20/78,200,10,14,999.999,52.616,58.841,-11.7012,-16.7879
11771,135,07/20/78,200,10,19,38.090,999.999,999.999,-7.7797,-69.7719
11772,209,07/20/78,200,10,19,46.572,47.483,999.999,-7.9458,-18.7386
11773,149,07/20/78,200,10,44,38.992,40.081,36.461,-11.1776,-27.8385
11774,139,07/20/78,200,10,45,999.999,999.999,41.015,-3.6654,-8.9971
11775,173,07/20/78,200,10,47,28.914,999.999,999.999,-27.6072,-45.3413
11776,140,07/20/78,200,10,56,36.862,38.340,37.963,-29.9550,-41.7066
11777,205,07/20/78,200,11,6,39.952,35.910,35.695,10.7425,-32.7547
11778,234,07/20/78,200,11,8,27.097,29.346,27.757,-2.4944,-33.5263
11779,157,07/20/78,200,11,11,999.999,999.999,39.051,-6.4504,-32.1847
11780,143,07/20/78,200,11,12,60.297,999.999,999.999,6.9350,-24.6530
11781,228,07/20/78,200,11,13,32.074,31.559,999.999,4.0076,-32.7320
11782,199,07/20/78,200,11,27,54.755,999.999,48.194,-6.3758,-26.0040
11783,155,07/20/78,200,11,29,37.538,999.999,999.999,-7.4484,-31.7325
11784,179,07/20/78,200,11,32,999.999,999.999,36.152,-32.7173,-30.4882
11785,148,07/20/78,200,11,36,25.467,25.754,27.235,-19.0790,-44.1701
11786,171,07/20/78,200,11,48,999.999,37.640,999.999,-22.1592,6.5779
11787,162,07/20/78,200,11,51,39.065,39.582,43.843,4.8976,-36.4208
11788,159,07/20/78,200,11,53,999.999,59.952,999.999,-4.7902,-29.8243
11789,261,07/20/78,200,11,59,20.253,20.991,999.999,-6.6236,-35.6541
11790,198,07/20/78,200,12,4,45.265,999.999,47.779,-76.6318,-25.1851
11791,321,07/20/78,200,12,7,27.947,999.999,999.999,20.9988,-26.9860
11792,186,07/20/78,200,12,10,35.062,36.407,999.999,7.2441,-28.4112
11793,179,07/20/78,200,12,13,38.841,999.999,999.999,10.4671,-14.8567
11794,324,07/20/78,200,12,13,26.893,28.366,45.282,20.8503,-16.3281
11795,173,07/20/78,200,12,18,38.631,999.999,33.975,-12.7657,-38.0942
11796,162,07/20/78,200,12,19,42.035,38.412,999.999,-3.5504,-31.6564
11797,185,07/20/78,200,12,21,28.548,999.999,28.297,-22.9415,-25.4900
11798,183,07/20/78,200,12,22,25.723,24.961,999.999,-1.0305,-44.6079
11799,203,07/20/78,200,13,0,26.048,26.482,26.557,13.7396,-45.6805
11800,145,07/20/78,200,13,2,39.455,43.340,999.999,-16.2580,-22.7279
11801,156,07/20/78,200,13,4,40.945,999.999,999.999,-11.0539,-39.9880
11802,123,07/20/78,200,13,15,35.373,999.999,37.468,-5.3985,0.0073
11803,120,07/20/78,200,13,29,999.999,999.999,48.031,-25.9865,0.0509
11804,198,07/20/78,200,13,31,33.284,32.847,999.999,-14.7054,6.0729
11805,170,07/20/78,200,13,33,38.386,999.999,999.999,-16.9006,-0.7954
11806,178,07/20/78,200,13,35,28.282,32.138,999.999,-18.4582,-0.2341
11807,165,07/20/78,200,13,36,24.056,24.977,999.999,-16.0255,11.7155
11808,167,07/20/78,200,13,40,32.967,999.999,27.551,-1.1036,12.2123
11809,259,07/20/78,200,13,58,19.173,999.999,999.999,-33.7214,-7.8935
11810,134,07/20/78,200,14,4,33.170,34.460,32.686,-7.5325,-44.3785
11811,173,07/20/78,200,14,6,21.219,20.940,999.999,-20.5175,-40.5364
11812,212,07/20/78,200,14,7,27.767,999.999,24.989,24.2924,-36.0860
11813,164,07/20/78,200,14,28,27.630,28.655,27.776,-20.9099,-34.6535
11814,153,07/20/78,200,14,36,24.676,24.549,999.999,-25.5251,-36.3398
11815,182,07/20/78,200,14,39,23.575,22.577,999.999,0.1479,-43.5460
11816,172,07/20/78,200,14,46,20.298,999.999,999.999,-27.6073,-36.4610
11817,191,07/20/78,200,14,55,38.598,36.769,38.360,12.7117,-32.6073
11818,199,07/20/78,200,14,55,40.273,999.999,36.794,-10.4617,-31.0228
11819,141,07/20/78,200,15,12,999.999,41.457,999.999,-9.7267,-53.3948
11820,230,07/20/78,200,15,18,999.999,999.999,41.489,-9.8654,-25.7412
11821,110,07/20/78,200,15,26,999.999,999.999,31.540,-33.9363,0.0308
11822,159,07/20/78,200,15,44,999.999,29.450,999.999,-16.0480,-24.6365
11823,145,07/20/78,200,15,50,30.296,40.581,37.537,-38.1367,-48.6514
11824,215,07/20/78,200,15,57,27.716,27.690,999.999,-11.0893,-37.4010
11825,358,07/20/78,200,16,12,38.922,999.999,999.999,20.5094,-17.6313
11826,526,07/20/78,200,16,33,999.999,999.999,65.170,-61.9735,-20.6601
11827,148,07/20/78,200,19,12,24.558,999.999,999.999,-58.2089,-1.3086
11828,177,07/20/78,200,19,27,22.442,24.630,999.999,4.9695,-0.7895
11829,108,07/20/78,200,19,55,999.999,999.999,42.194,12.7902,-27.7012
11830,188,07/20/78,200,20,2,24.676,999.999,999.999,-53.1032,-53.3740
11831,106,07/20/78,200,20,58,999.999,999.999,20.694,-17.2123,1.7052
11832,217,07/20/78,200,23,59,17.721,999.999,18.064,-34.9226,-22.6358
11833,225,07/21/78,201,1,40,24.218,999.999,999.999,-4.0617,-8.6278
11834,355,07/21/78,201,2,6,999.999,41.995,999.999,-10.1475,10.8879
11835,159,07/21/78,201,2,8,20.668,999.999,999.999,-51.2370,-13.5825
11836,168,07/21/78,201,2,9,14.758,999.999,15.370,-14.4829,-4.7451
11837,205,07/21/78,201,2,44,999.999,999.999,24.942,-65.1374,4.1375
11838,146,07/21/78,201,3,3,21.872,26.998,22.326,-14.2688,0.1998
11839,141,07/21/78,201,3,19,26.631,26.352,999.999,-30.7699,-6.7790
11840,377,07/21/78,201,3,19,32.060,999.999,999.999,-24.4568,15.0672
11841,175,07/21/78,201,3,21,28.389,999.999,999.999,-1.6012,5.6308
11842,389,07/21/78,201,3,24,38.170,43.042,999.999,-20.6055,37.2996
11843,211,07/21/78,201,3,27,999.999,42.073,36.675,-22.5572,24.8160
11844,168,07/21/78,201,3,31,35.435,999.999,999.999,-46.5340,-27.8519
11845,150,07/21/78,201,3,57,29.904,999.999,29.903,2.1489,-31.7663
11846,184,07/21/78,201,4,3,37.253,999.999,36.463,-42.1433,-9.6533
11847,165,07/21/78,201,4,10,21.372,999.999,23.090,7.1857,-14.0981
11848,213,07/21/78,201,4,11,37.407,33.890,999.999,-9.5403,-6.5430
11849,118,07/21/78,201,4,13,999.999,999.999,24.647,-63.6445,0.3880
11850,190,07/21/78,201,4,20,26.699,27.018,999.999,4.6741,-48.8738
11851,158,07/21/78,201,4,35,32.986,34.065,999.999,-21.2868,-6.1677
11852,151,07/21/78,201,4,37,37.422,999.999,35.213,-26.5257,1.0720
11853,170,07/21/78,201,4,39,32.831,999.999,24.937,-12.9831,10.4495
11854,168,07/21/78,201,4,45,27.880,23.499,27.205,-10.2996,-18.2259
11855,145,07/21/78,201,4,48,29.552,30.459,999.999,-28.0457,-7.6317
11856,139,07/21/78,201,4,49,999.999,999.999,29.795,-44.6407,0.3233
11857,186,07/21/78,201,5,1,23.964,24.592,34.388,-27.8433,-27.2748
11858,277,07/21/78,201,5,3,26.986,999.999,22.272,-48.0445,-37.5732
11859,179,07/21/78,201,5,11,999.999,62.387,999.999,-4.2114,3.2332
11860,379,07/21/78,201,5,11,999.999,55.939,999.999,-0.3936,-13.4758
11861,99,07/21/78,201,5,11,999.999,35.967,999.999,-67.8383,-27.2145
11862,229,07/21/78,201,5,16,34.833,999.999,32.627,-3.0403,-23.7931
11863,159,07/21/78,201,5,21,16.190,16.082,17.980,6.6534,-42.5939
11864,206,07/21/78,201,5,27,48.490,47.958,999.999,-11.2225,-16.5044
11865,280,07/21/78,201,5,39,51.177,44.977,999.999,-8.1627,-1.1875
11866,245,07/21/78,201,5,42,41.193,999.999,51.723,0.6940,-25.0403
11867,177,07/21/78,201,5,51,28.146,26.582,999.999,-28.0581,-22.0759
11868,325,07/21/78,201,6,8,51.658,57.500,66.182,-16.2745,-4.0741
11869,446,07/21/78,201,6,11,999.999,39.671,49.338,2.8069,-11.1196
11870,184,07/21/78,201,6,16,45.763,51.657,999.999,-41.4132,-8.6417
11871,218,07/21/78,201,6,23,35.974,35.336,999.999,2.4428,-25.4458
11872,109,07/21/78,201,6,24,28.048,999.999,999.999,-3.4468,0.3065
11873,455,07/21/78,201,6,25,999.999,62.750,54.639,-10.4476,-1.2248
11874,237,07/21/78,201,6,25,53.833,59.693,52.259,-14.9303,9.5126
11875,203,07/21/78,201,6,29,43.787,43.093,999.999,-16.8293,-10.3408
11876,168,07/21/78,201,6,35,999.999,26.334,23.792,-41.2228,-55.5400
11877,212,07/21/78,201,6,41,49.628,58.133,999.999,-3.4407,-7.0078
11878,232,07/21/78,201,6,42,52.250,50.895,58.362,-10.6217,-7.8152
11879,119,07/21/78,201,6,42,999.999,44.815,999.999,-65.1155,-20.6749
11880,377,07/21/78,201,6,43,34.579,999.999,42.114,-42.9402,-25.2827
11881,241,07/21/78,201,6,46,50.989,50.977,999.999,-13.2081,-5.7772
11882,289,07/21/78,201,6,57,55.409,999.999,54.304,-44.9146,5.0133
11883,237,07/21/78,201,6,57,52.676,999.999,49.058,-7.7742,-11.9521
11884,188,07/21/78,201,6,57,46.309,43.816,43.866,-26.2585,-11.2471
11885,202,07/21/78,201,6,58,45.162,999.999,999.999,-12.0739,-15.8123
11886,138,07/21/78,201,7,0,40.095,40.765,48.000,-24.8332,-8.1646
11887,143,07/21/78,201,7,1,43.012,60.311,999.999,-23.5587,-25.9607
11888,283,07/21/78,201,7,2,38.456,999.999,999.999,-11.2452,-36.3065
11889,294,07/21/78,201,7,3,44.865,999.999,999.999,0.5169,-1.1827
11890,169,07/21/78,201,7,3,45.485,65.550,48.442,-21.2173,-26.3465
11891,203,07/21/78,201,7,3,55.805,54.867,54.787,-75.3498,-10.0354
11892,157,07/21/78,201,7,6,50.498,55.095,999.999,-13.8685,-9.3303
11893,175,07/21/78,201,7,8,21.572,999.999,999.999,4.1768,-47.9815
11894,395,07/21/78,201,7,10,999.999,66.815,80.036,-38.3204,-1.0811
11895,178,07/21/78,201,7,12,999.999,58.633,999.999,-6.7376,-20.0011
11896,144,07/21/78,201,7,13,54.231,45.950,999.999,-13.2920,-14.0665
11897,173,07/21/78,201,7,13,36.640,999.999,36.737,-3.2812,-24.9551
11898,191,07/21/78,201,7,15,49.785,51.065,999.999,-9.9136,-13.7361
11899,402,07/21/78,201,7,16,52.276,999.999,52.519,-55.1415,-5.5338
11900,261,07/21/78,201,7,20,51.775,999.999,51.748,-78.4517,-5.7084
11901,149,07/21/78,201,7,21,48.450,48.633,49.959,-15.7530,-19.7921
11902,136,07/21/78,201,7,23,999.999,39.654,46.995,-8.6929,-16.8679
11903,380,07/21/78,201,7,24,45.617,43.085,999.999,-4.7828,-8.2524
11904,321,07/21/78,201,7,31,59.309,999.999,999.999,-28.5703,-7.6232
11905,187,07/21/78,201,7,32,52.343,45.831,999.999,0.6556,-5.7675
11906,149,07/21/78,201,7,33,999.999,47.424,41.886,-19.9934,13.2594
11907,233,07/21/78,201,7,34,59.102,54.926,52.394,-7.9003,-10.9963
11908,191,07/21/78,201,7,36,53.588,51.749,999.999,-11.4330,-24.7152
11909,213,07/21/78,201,7,43,52.313,999.999,59.769,-25.8774,-3.5458
11910,203,07/21/78,201,7,44,52.768,57.443,999.999,-14.3540,-2.5484
11911,208,07/21/78,201,7,45,999.999,999.999,28.527,-17.0776,-11.7735
11912,150,07/21/78,201,7,45,45.128,999.999,999.999,-0.3332,6.3313
11913,211,07/21/78,201,7,47,46.558,46.401,48.741,-15.1555,-6.7264
11914,207,07/21/78,201,7,51,58.079,58.812,999.999,-10.1904,-11.6052
11915,204,07/21/78,201,7,52,999.999,51.537,42.640,-54.8884,-13.1792
11916,215,07/21/78,201,7,55,48.039,56.788,999.999,-11.2242,0.0617
11917,196,07/21/78,201,8,0,44.414,45.983,999.999,-6.9269,-46.4960
11918,174,07/21/78,201,8,5,49.551,999.999,999.999,-16.9600,-18.8691
11919,281,07/21/78,201,8,5,999.999,999.999,29.066,-18.9044,0.1204
11920,195,07/21/78,201,8,11,54.046,56.224,51.370,-42.3246,-13.4094
11921,172,07/21/78,201,8,13,50.248,47.245,999.999,-17.6945,-4.4014
11922,183,07/21/78,201,8,15,52.371,999.999,999.999,-48.9192,-16.2172
11923,189,07/21/78,201,8,15,47.061,999.999,55.542,-79.2558,-16.2957
11924,121,07/21/78,201,8,15,999.999,999.999,59.805,-6.0388,-0.2917
11925,188,07/21/78,201,8,16,47.006,49.148,999.999,-67.1353,-13.2528
11926,160,07/21/78,201,8,21,999.999,41.477,999.999,-48.8807,1.9083
11927,334,07/21/78,201,8,24,999.999,65.130,999.999,-32.0061,0.7887
11928,237,07/21/78,201,8,28,49.089,53.095,53.779,-71.0393,-11.7008
11929,157,07/21/78,201,8,30,48.486,63.180,56.063,-49.1976,-10.5431
11930,197,07/21/78,201,8,33,27.037,25.805,27.350,-63.2323,-40.2008
11931,223,07/21/78,201,8,36,33.087,999.999,32.161,-56.1818,-27.8789
11932,230,07/21/78,201,8,37,35.965,35.182,37.727,4.2401,-26.0241
11933,159,07/21/78,201,8,37,48.800,999.999,999.999,-33.5361,-19.5966
11934,204,07/21/78,201,8,38,37.455,32.901,999.999,-52.4648,-27.5688
11935,183,07/21/78,201,8,39,59.366,54.463,999.999,-8.5307,-51.5047
11936,155,07/21/78,201,8,40,54.580,999.999,999.999,-82.3645,-0.3994
11937,168,07/21/78,201,8,44,38.502,32.756,999.999,-53.1690,-31.7681
11938,214,07/21/78,201,8,46,50.984,48.329,999.999,-7.0530,-22.2704
11939,128,07/21/78,201,8,54,999.999,999.999,40.760,-69.6846,-18.8694
11940,158,07/21/78,201,9,3,40.180,999.999,999.999,-9.7858,-3.7310
11941,212,07/21/78,201,9,10,43.014,999.999,999.999,-37.1714,-0.5846
11942,158,07/21/78,201,9,11,999.999,999.999,50.629,-31.3968,0.0596
11943,142,07/21/78,201,9,20,52.959,47.979,52.632,59.0095,-17.9204
11944,184,07/21/78,201,9,28,36.204,999.999,32.375,-59.9092,-33.5857
11945,120,07/21/78,201,10,6,999.999,55.249,999.999,-75.9172,0.0508
11946,125,07/21/78,201,10,24,52.118,999.999,999.999,-31.4204,-59.7448
11947,133,07/21/78,201,10,30,999.999,47.249,58.136,-25.2946,-15.5395
11948,145,07/21/78,201,10,35,999.999,26.731,999.999,-13.3685,4.5559
11949,125,07/21/78,201,10,37,34.386,43.311,38.349,-6.6317,-0.9426
11950,179,07/21/78,201,10,42,30.718,37.309,38.458,7.1552,-33.8318
11951,183,07/21/78,201,10,52,45.943,55.459,999.999,-43.6284,-11.0609
11952,181,07/21/78,201,10,55,51.500,55.320,999.999,-70.2817,-3.6176
11953,174,07/21/78,201,11,14,30.330,999.999,999.999,-16.8362,-0.5176
11954,149,07/21/78,201,11,17,27.570,30.344,27.789,-4.0693,-52.3831
11955,372,07/21/78,201,11,20,35.231,32.743,40.874,7.1646,-22.3296
11956,131,07/21/78,201,11,47,42.018,999.999,39.746,-70.8115,-34.1783
11957,221,07/21/78,201,11,47,39.951,39.212,999.999,8.0181,-21.0050
11958,280,07/21/78,201,11,50,29.749,28.168,999.999,-7.0638,-32.9290
11959,150,07/21/78,201,11,54,999.999,44.259,999.999,-60.3268,-39.5395
11960,159,07/21/78,201,11,57,999.999,31.681,35.860,12.8658,-39.5148
11961,190,07/21/78,201,11,59,34.730,999.999,999.999,-26.1546,21.4754
11962,192,07/21/78,201,12,7,30.163,34.729,999.999,11.7534,-40.5203
11963,204,07/21/78,201,12,21,37.719,38.384,37.272,-18.2835,-15.5410
11964,159,07/21/78,201,12,21,24.379,999.999,999.999,-73.2970,-71.9484
11965,189,07/21/78,201,12,30,26.261,26.117,999.999,-31.2370,4.6514
11966,195,07/21/78,201,12,36,39.609,999.999,999.999,11.0765,-36.0329
11967,266,07/21/78,201,13,7,999.999,54.829,53.988,-41.3538,-11.3297
11968,197,07/21/78,201,13,9,34.340,999.999,34.686,24.2648,-33.5902
11969,168,07/21/78,201,13,13,999.999,32.291,999.999,-28.3704,-20.0457
11970,155,07/21/78,201,13,23,34.248,39.875,999.999,-16.0869,-25.1375
11971,208,07/21/78,201,13,42,34.731,999.999,38.095,-76.4175,-31.8961
11972,148,07/21/78,201,13,43,18.096,999.999,999.999,-35.2307,-5.5288
11973,268,07/21/78,201,13,48,25.959,30.373,27.007,-15.4451,-20.8492
11974,267,07/21/78,201,13,49,29.521,999.999,999.999,4.5800,-25.2065
11975,215,07/21/78,201,13,51,38.603,999.999,38.479,-35.4485,-28.4791
11976,165,07/21/78,201,13,53,34.070,999.999,29.041,-17.2555,-24.0477
11977,142,07/21/78,201,13,55,41.531,45.944,999.999,-27.7803,-24.0960
11978,130,07/21/78,201,14,9,28.001,999.999,22.526,-1.5894,-40.5828
11979,134,07/21/78,201,14,19,999.999,999.999,50.887,-30.3336,-32.8940
11980,145,07/21/78,201,14,31,21.855,999.999,20.882,-28.8944,-37.6086
11981,161,07/21/78,201,14,39,24.633,24.294,23.445,-23.1128,-29.2789
11982,140,07/21/78,201,14,43,34.758,999.999,36.120,-13.1316,-34.8350
11983,153,07/21/78,201,14,50,23.795,24.499,24.212,-20.0853,-38.3665
11984,156,07/21/78,201,14,51,29.986,29.609,999.999,-17.5675,-34.0721
11985,139,07/21/78,201,14,56,14.459,13.859,999.999,-13.3162,-22.3624
11986,160,07/21/78,201,15,0,24.144,27.554,999.999,-26.1100,-32.1182
11987,197,07/21/78,201,15,22,23.767,999.999,25.415,-6.8594,-39.3034
11988,151,07/21/78,201,15,24,20.678,999.999,23.834,-39.0029,-49.9379
11989,143,07/21/78,201,15,27,27.469,999.999,23.915,-23.5330,-46.4540
11990,142,07/21/78,201,15,32,36.568,43.747,35.617,-17.4238,-43.4712
11991,143,07/21/78,201,15,51,26.411,999.999,29.365,-19.7965,-40.2036
11992,150,07/21/78,201,16,11,24.958,25.871,24.956,-11.8269,-48.7522
11993,113,07/21/78,201,16,15,999.999,23.333,24.870,-48.3298,-0.0210
11994,123,07/21/78,201,16,19,25.156,999.999,26.034,-32.7426,0.0520
11995,160,07/21/78,201,16,22,999.999,38.093,30.368,-3.6326,-39.1072
11996,164,07/21/78,201,17,0,32.126,34.085,31.744,0.7000,-46.3894
11997,209,07/21/78,201,17,13,33.259,999.999,27.060,4.8656,-49.2734
11998,189,07/21/78,201,17,17,33.220,32.872,33.019,1.5193,-36.7018
11999,431,07/21/78,201,17,23,15.513,999.999,16.184,-18.5189,9.6793
12000,178,07/21/78,201,17,43,33.428,35.540,37.240,7.2594,-34.3083
12001,146,07/21/78,201,18,26,32.496,999.999,999.999,-72.3821,-17.7050
12002,180,07/21/78,201,19,16,999.999,29.550,999.999,10.3893,-33.8500
12003,361,07/21/78,201,19,50,62.785,999.999,999.999,-35.0674,15.1722
12004,124,07/21/78,201,20,0,36.953,999.999,999.999,-18.3790,-33.2323
12005,194,07/21/78,201,20,32,28.546,999.999,28.609,-38.9007,-41.7612
12006,190,07/21/78,201,20,48,23.495,999.999,29.337,-58.9527,-50.2223
12007,355,07/21/78,201,23,8,999.999,65.539,56.023,-15.2300,3.5874
12008,187,07/22/78,202,0,6,999.999,52.996,55.840,-13.5996,3.7909
12009,283,07/22/78,202,0,7,17.707,999.999,18.826,-50.3691,-31.0882
12010,149,07/22/78,202,0,22,999.999,999.999,23.815,-52.0941,1.9474
12011,175,07/22/78,202,1,26,20.244,20.563,999.999,-17.7897,-37.4167
12012,155,07/22/78,202,1,28,19.679,19.617,23.539,-42.7984,-24.8624
12013,195,07/22/78,202,1,56,22.525,25.619,27.159,-36.2944,-16.1665
12014,181,07/22/78,202,1,58,26.155,23.853,26.914,-30.4152,0.9194
12015,374,07/22/78,202,2,4,26.663,999.999,25.653,-11.7349,-2.7812
12016,274,07/22/78,202,2,39,34.742,999.999,999.999,-25.4406,-23.2283
12017,99,07/22/78,202,2,41,11.691,999.999,11.672,-33.8357,1.4551
12018,194,07/22/78,202,2,49,30.364,999.999,999.999,-2.0944,2.6455
12019,287,07/22/78,202,2,58,25.706,999.999,25.217,13.6448,-9.9796
12020,487,07/22/78,202,3,3,999.999,46.875,999.999,-10.4557,23.5987
12021,400,07/22/78,202,3,21,26.271,26.670,999.999,3.6464,-13.5236
12022,189,07/22/78,202,3,22,23.591,25.035,29.578,-37.8053,2.5727
12023,152,07/22/78,202,3,26,24.429,999.999,23.333,-4.0478,0.3400
12024,270,07/22/78,202,3,31,44.483,39.965,45.905,-20.1492,6.8905
12025,143,07/22/78,202,3,33,999.999,20.740,999.999,-2.2201,-45.0067
12026,231,07/22/78,202,3,36,40.126,36.599,999.999,-21.5825,22.3317
12027,206,07/22/78,202,3,41,26.824,25.800,24.808,-35.6494,16.4496
12028,182,07/22/78,202,3,42,22.993,24.922,999.999,-45.5395,-53.1703
12029,113,07/22/78,202,4,10,27.658,32.672,26.443,-47.9467,0.2371
12030,178,07/22/78,202,4,31,29.134,999.999,29.795,-53.4755,-0.4321
12031,202,07/22/78,202,4,32,31.854,999.999,999.999,-14.0843,-16.2478
12032,146,07/22/78,202,4,37,28.957,29.125,999.999,-32.4058,21.7230
12033,130,07/22/78,202,4,37,999.999,999.999,39.188,-16.3198,-8.4654
12034,139,07/22/78,202,5,14,36.149,35.433,35.949,-24.6216,-24.9517
12035,243,07/22/78,202,5,25,47.934,53.547,45.785,-18.3572,10.4621
12036,194,07/22/78,202,5,28,27.755,999.999,999.999,-17.7430,-22.5728
12037,175,07/22/78,202,5,36,33.950,32.730,999.999,-6.4831,-22.8088
12038,145,07/22/78,202,5,47,38.279,39.824,999.999,-7.6745,-27.4606
12039,145,07/22/78,202,6,3,22.261,21.567,22.103,15.1099,-20.3723
12040,321,07/22/78,202,6,8,999.999,74.966,999.999,-27.7945,-52.2485
12041,131,07/22/78,202,6,10,50.177,62.498,999.999,-51.2323,-10.7394
12042,238,07/22/78,202,6,15,50.670,999.999,52.007,-9.2073,-9.8738
12043,236,07/22/78,202,6,19,53.541,52.718,55.343,-9.3303,-8.0530
12044,121,07/22/78,202,6,19,16.206,16.005,999.999,-9.8950,32.6826
12045,101,07/22/78,202,6,23,44.183,44.289,999.999,-23.7830,-23.1784
12046,174,07/22/78,202,6,25,26.540,999.999,999.999,-31.8732,-32.8753
12047,365,07/22/78,202,6,27,53.940,999.999,999.999,-5.5492,-10.6271
