NUMBR	DIST	DATA	    ASTRDAY	HR	MIN	V1	V2	V3	  TAU1  	TAU2 
1	163	01.25.72	24	5	23	34,000	27,257	30,535	-18,0375	-21,9851
2	160	01.25.72	24	5	33	43,382	40,135	48,730	-19,6553	-2,7154
3	200	01.25.72	24	6	7	33,858	33,832	33,965	-12,7572	-17,5536
4	261	01.25.72	24	6	27	56,360	60,908	55,398	-12,5536	-0,3927
5	405	01.25.72	24	6	47	53,251	999,999	999,999	-9,7767	        15,8344
6	174	01.25.72	24	6	48	53,248	48,087	44,352	-13,6516	-11,8290
7	130	01.25.72	24	6	48	999,999	45,906	999,999	-33,8422	-12,1835
8	222	01.25.72	24	7	7	32,609	33,577	32,216	-17,2935	-9,9470
9	502	01.25.72	24	7	21	64,164	67,170	48,925	-9,6723	         3,5001
10	224	01.25.72	24	7	43	20,577	999,999	999,999	-11,4785	74,5859
11	93	01.25.72	24	7	47	28,308	27,206	28,370	-12,9222	-67,8551
12	375	01.25.72	24	7	58	44,230	999,999	45,823	-16,2579	3,7512
13	142	01.25.72	24	8	7	52,354	999,999	999,999	-15,0121	32,9748
14	175	01.25.72	24	8	16	999,999	999,999	28,772	-11,7606	-23,8981
15	406	01.25.72	24	8	31	33,967	35,090	36,021	0,3791	        -12,6317
16	150	01.25.72	24	8	38	42,954	41,164	38,056	-21,8729	5,2477
17	193	01.25.72	24	8	41	52,187	51,189	53,197	-15,6383	-3,0392
18	217	01.25.72	24	8	42	49,709	999,999	999,999	-13,8724	10,0370
19	203	01.25.72	24	8	49	53,564	54,788	54,790	-13,4362	-6,8672
20	270	01.25.72	24	8	53	51,867	61,191	59,070	-13,2534	-1,8666
21	258	01.25.72	24	10	7	32,530	37,048	41,265	-14,9122	-19,2067
22	247	01.25.72	24	10	5	45,592	45,945	47,615	-3,9253	       -29,1214
23	231	01.25.72	24	10	7	51,254	51,142	49,875	-16,9790	5,0876
24	201	01.25.72	24	10	15	32,990	29,201	33,032	-13,9240	-21,1724
25	392	01.25.72	24	10	19	22,042	20,891	999,999	3,8717	       -33,0103
26	188	01.25.72	24	10	23	26,456	29,104	27,410	-9,1047	       -36,0025
27	151	01.25.72	24	10	24	39,056	39,521	37,512	2,0432	       -38,3728
28	224	01.25.72	24	10	26	35,233	32,676	29,477	-10,4457	-27,6101
29	146	01.25.72	24	11	14	29,280	31,026	999,999	-22,4361	-20,4910
30	166	01.25.72	24	11	17	34,324	35,422	34,635	-11,9995	-29,4358
31	170	01.25.72	24	11	17	34,353	33,182	36,753	-16,5975	-24,9942
32	157	01.25.72	24	11	41	33,945	999,999	36,623	-25,3919	-14,4337
33	155	01.25.72	24	12	5	29,217	25,875	25,179	-11,6750	-41,7343
34	203	01.25.72	24	12	4	36,309	35,990	35,629	-17,0970	-13,9540
35	210	01.25.72	24	12	6	41,688	37,351	47,300	-5,8655	        -23,1262
36	194	01.25.72	24	12	12	46,791	52,213	999,999	-8,7817	        -34,7150
37	128	01.25.72	24	12	18	30,177	29,725	29,022	-10,2519	-48,8980
38	201	01.25.72	24	12	22	32,022	29,914	33,504	-7,3044	        -31,4821
39	138	01.25.72	24	12	56	30,557	30,659	28,503	-5,5772	        -51,5643
40	151	01.25.72	24	13	18	42,354	36,908	41,105	-1,9535	        -33,9346
41	179	01.25.72	24	13	42	24,995	999,999	23,584	-31,3902	-16,9676
42	135	01.25.72	24	14	13	31,466	32,798	999,999	-4,4984	        -45,9563
43	157	01.25.72	24	14	34	999,999	26,775	28,469	8,0898	        -47,0213
44	232	01.26.72	25	2	27	30,921	31,547	25,879	-25,8345	-6,6486
45	175	01.26.72	25	2	29	25,249	25,419	33,279	-38,2249	10,2665
46	167	01.26.72	25	2	44	24,492	31,708	31,805	-22,7925	-2,5392
47	199	01.26.72	25	2	46	18,547	19,232	20,248	-9,1662	       -45,6201
48	181	01.26.72	25	3	14	23,807	24,700	24,703	-27,8389	-19,8125
49	141	01.26.72	25	3	18	27,118	27,631	22,811	-34,9031	11,5793
50	386	01.26.72	25	3	27	35,273	999,999	33,406	-28,3345	15,1446
51	149	01.26.72	25	3	30	18,323	24,683	17,917	-34,9005	-40,1679
52	166	01.26.72	25	3	57	29,744	31,855	32,247	-21,9419	-15,0971
53	268	01.26.72	25	4	0	29,922	30,285	30,145	-29,1062	18,3665
54	137	01.26.72	25	4	0	29,879	28,600	28,419	-25,0980	-24,6685
55	273	01.26.72	25	4	1	999,999	33,900	38,312	-22,7761	5,4844
56	213	01.26.72	25	4	3	24,608	22,625	23,998	-19,4847	-14,3945
57	198	01.26.72	25	4	6	27,102	25,415	37,395	-17,6518	-20,3119
58	138	01.26.72	25	4	8	999,999	24,787	25,203	-21,2945	-40,9117
59	197	01.26.72	25	4	9	31,151	27,672	29,365	-16,2894	-12,9732
60	230	01.26.72	25	4	10	32,753	34,680	34,425	-14,0191	-12,9672
61	140	01.26.72	25	4	13	25,086	25,125	25,328	-24,6736	-37,8509
62	207	01.26.72	25	4	15	39,364	999,999	36,194	-18,2599	-23,7073
63	164	01.26.72	25	4	15	32,474	34,290	33,729	-16,3750	-21,7687
64	154	01.26.72	25	4	19	27,206	27,105	28,451	-22,6598	-28,9081
65	139	01.26.72	25	4	29	24,942	26,685	23,875	-28,9400	-66,4444
66	157	01.26.72	25	7	32	34,025	30,785	38,762	-20,2307	-15,2349
67	171	01.26.72	25	4	42	38,961	41,577	42,903	-23,5228	5,0324
68	152	01.26.72	25	4	45	35,401	999,999	33,014	-21,1054	-24,2990
69	209	01.26.72	25	4	47	29,816	28,979	29,718	-10,3884	-19,9354
70	223	01.26.72	25	4	52	32,219	33,966	35,278	-15,1098	-17,2205
71	210	01.26.72	25	4	53	39,729	39,947	42,745	-19,2185	1,6835
72	125	01.26.72	25	5	3	26,018	23,214	23,463	-29,2952	-39,1314
73	216	01.26.72	25	5	13	27,033	27,593	25,971	-10,0293	-31,1187
74	153	01.26.72	25	5	24	26,725	28,218	28,024	-19,3816	-40,2043
75	145	01.26.72	25	5	28	33,334	999,999	36,580	-17,7248	-29,6022
76	216	01.26.72	25	5	13	27,033	27,593	25,971	-10,0293	-31,1187
77	684	01.26.72	25	5	31	66,851	86,505	64,403	-19,9653	7,5848
78	136	01.26.72	25	5	33	26,626	24,910	27,006	-8,1647	       -54,8511
79	398	01.26.72	25	5	38	49,572	51,767	51,408	-11,5122	2,4295
80	230	01.26.72	25	5	40	49,242	48,826	48,137	-17,0508	4,6424
81	209	01.26.72	25	5	46	39,205	999,999	999,999	-20,4566	12,2073
82	210	01.26.72	25	5	47	32,097	33,808	35,086	-10,9798	-19,8968
83	149	01.26.72	25	6	1	53,761	999,999	50,284	-15,3380	-5,9098
84	176	01.26.72	25	6	28	47,718	50,816	999,999	-14,6342	-8,2841
85	171	01.26.72	25	6	28	32,222	999,999	999,999	-5,5808	        17,2237
86	224	01.26.72	25	6	40	34,683	35,699	35,685	-19,8498	-3,1696
87	201	01.26.72	25	6	50	53,285	52,151	52,180	-10,9350	-6,6336
88	182	01.26.72	25	6	50	54,304	54,538	52,377	-14,0065	-5,8809
89	194	01.26.72	25	6	53	56,101	47,305	53,668	-13,2794	-26,3229
90	173	01.26.72	25	6	56	31,117	999,999	999,999	-21,0732	30,6778
91	465	01.26.72	25	6	56	999,999	999,999	32,325	-11,6091	-23,4947
92	261	01.26.72	25	7	4	49,780	49,317	51,450	-11,2785	-4,1115
93	177	01.26.72	25	7	18	58,376	999,999	58,381	-15,0480	-1,9995
94	397	01.26.72	25	7	23	44,021	39,690	48,722	-9,8709	         1,3965
95	138	01.26.72	25	7	31	999,999	37,109	36,527	-14,7385	-17,6661
96	219	01.26.72	25	7	33	51,771	999,999	50,781	-15,1546	-7,9594
97	177	01.26.72	25	7	35	999,999	39,709	44,589	-15,7128	3,4579
98	181	01.26.72	25	7	46	27,387	21,803	999,999	1,6680	        -39,2263
99	177	01.26.72	25	7	46	53,526	999,999	999,999	-14,4724	10,1856
100	163	01.26.72	25	7	48	49,511	999,999	999,999	-15,1302	34,7903
101	193	01.26.72	25	8	0	29,882	999,999	999,999	-20,1980	16,3702
102	164	01.26.72	25	8	8	32,761	29,237	999,999	-8,7947	        -54,3299
103	171	01.26.72	25	8	9	60,933	999,999	999,999	-10,9233	9,9187
104	199	01.26.72	25	8	12	53,000	54,692	54,641	-14,5808	-4,5806
105	138	01.26.72	25	8	15	47,382	999,999	999,999	-12,7169	60,1813
106	196	01.26.72	25	8	15	47,605	54,249	47,065	-14,7643	-5,9980
107	274	01.26.72	25	8	23	52,482	999,999	999,999	-10,8554	25,7182
108	177	01.26.72	25	8	25	58,338	53,610	45,633	-13,8007	-5,0878
109	167	01.26.72	25	8	48	24,168	25,190	32,798	-28,6863	-34,7010
110	344	01.26.72	25	8	53	72,074	999,999	71,784	-29,5923	45,0006
111	333	01.26.72	25	8	54	56,630	999,999	999,999	-15,7888	9,4581
112	170	01.26.72	25	8	57	999,999	44,774	999,999	-33,0629	-11,8533
113	222	01.26.72	25	8	58	34,779	33,919	35,324	-8,5538	        -19,2860
114	206	01.26.72	25	9	2	55,648	999,999	53,781	-13,6214	-6,3964
115	136	01.26.72	25	9	3	47,621	39,697	999,999	-13,8558	-15,9071
116	161	01.26.72	25	9	4	36,245	999,999	999,999	-14,6880	18,2610
117	152	01.26.72	25	9	11	44,322	47,786	37,969	-17,7834	-11,3288
118	137	01.26.72	25	9	24	33,747	999,999	38,840	-6,5648	        -38,3263
119	182	01.26.72	25	9	27	999,999	59,475	999,999	-66,9751	1,9004
120	140	01.26.72	25	9	32	29,292	999,999	30,226	-7,2557	        -45,3632
121	150	01.26.72	25	9	54	999,999	53,872	53,921	-11,7345	-21,7996
122	118	01.26.72	25	10	9	999,999	27,327	999,999	-24,6892	-48,6461
123	210	01.26.72	25	10	13	32,159	36,389	28,722	-4,2368	        -33,8153
124	183	01.26.72	25	10	16	42,909	999,999	41,270	-0,3946	        -29,6490
125	219	01.26.72	25	10	19	37,368	34,084	36,200	-11,4943	-18,3063
126	180	01.26.72	25	0	29	32,475	31,681	33,117	-10,2473	-28,6054
127	213	01.26.72	25	10	35	28,655	999,999	999,999	-21,5335	42,6281
128	164	01.26.72	25	10	59	999,999	31,760	999,999	-28,2138	-30,3980
129	157	01.26.72	25	11	10	34,833	35,303	37,370	-11,3548	-36,6765
130	175	01.26.72	25	11	11	42,235	44,343	42,978	-6,8634	        -24,7875
131	153	01.26.72	25	11	13	999,999	32,225	29,242	-11,2775	-41,3829
132	231	01.26.72	25	11	26	999,999	36,993	999,999	-38,1038	-20,9245
133	201	01.26.72	25	11	28	30,525	28,532	29,077	-6,3341	        -26,2075
134	147	01.26.72	25	11	31	30,875	30,574	31,507	-8,6789	        -41,5986
135	197	01.26.72	25	11	35	42,000	41,882	39,452	-17,2440	-11,1808
136	139	01.26.72	25	11	37	23,741	24,866	999,999	0,1064	        -55,5032
137	190	01.26.72	25	11	42	30,984	33,528	29,789	0,0366	        -35,5753
138	176	01.26.72	25	11	42	30,480	26,489	28,449	-23,6584	-16,2921
139	190	01.26.72	25	11	44	38,029	999,999	36,796	-55,7806	 4,1700
140	186	01.26.72	25	12	4	37,598	40,439	35,218	-19,8901	-15,4593
141	146	01.26.72	25	12	4	31,310	32,200	33,837	-15,4397	-35,3535
142	198	01.26.72	25	12	11	30,824	31,212	30,837	-30,4460	7,2470
143	139	01.26.72	25	12	17	25,874	24,275	27,150	-33,7351	-25,2150
144	134	01.26.72	25	12	23	46,700	999,999	44,915	-7,5447	        -30,5989
145	150	01.26.72	25	12	29	34,434	33,288	38,189	7,3693	        -40,9151
146	180	01.27.72	26	0	38	17,330	22,108	999,999	-30,5102	-40,4003
147	213	01.27.72	26	1	41	18,401	19,100	19,079	-35,8313	-7,4542
148	218	01.27.72	26	2	5	19,590	17,678	19,809	-30,5113	-39,5597
149	204	01.27.72	26	3	3	999,999	25,683	27,129	-26,8675	-15,0736
150	301	01.27.72	26	3	5	32,462	29,598	32,227	-20,5425	-9,2881
151	125	01.27.72	26	3	6	21,307	20,322	20,213	-39,7922	-32,6544
152	384	01.27.72	26	3	16	32,042	32,085	32,956	-18,2571	2,8167
153	167	01.27.72	26	4	48	29,534	30,485	26,108	-11,7754	-57,2626
154	123	01.27.72	26	4	49	25,729	26,742	23,913	-32,2542	-47,1305
155	167	01.27.72	26	4	53	26,651	25,703	999,999	-19,8601	-32,1820
156	221	01.27.72	26	5	7	45,545	37,041	36,243	-9,0992	        -15,9232
157	104	01.27.72	26	5	11	27,133	32,103	27,949	-34,8594	-33,1198
158	151	01.27.72	26	5	16	29,605	31,342	28,547	-23,4704	-49,8068
159	230	01.27.72	26	5	21	30,926	31,436	31,799	-19,8178	-9,6436
160	163	01.27.72	26	7	34	44,654	47,033	47,864	-13,7454	-18,0895
161	301	01.27.72	26	7	35	38,093	35,735	38,204	-0,8783	         -23,2585
162	169	01.27.72	26	7	37	33,485	31,831	33,579	-26,2137	-3,0376
163	177	01.27.72	26	7	42	51,465	58,162	62,264	-11,2558	-11,4399
164	154	01.27.72	26	7	42	54,724	999,999	45,761	-15,3841	-9,1685
165	161	01.27.72	26	7	43	55,675	999,999	999,999	-15,8625	19,9749
166	188	01.27.72	26	7	52	53,047	999,999	999,999	-13,5634	7,7902
167	301	01.27.72	26	7	53	62,453	60,424	58,283	-12,4674	-3,4037
168	201	01.27.72	26	7	56	26,924	26,523	25,086	7,5832	        -43,2565
169	178	01.27.72	26	7	58	72,409	58,814	999,999	-8,8814	         -7,1890
170	219	01.27.72	26	7	59	51,225	47,373	49,840	7,8205	        -12,9979
171	218	01.27.72	26	7	59	44,548	52,196	43,859	-14,3484	-8,0376
172	165	01.27.72	26	8	1	49,722	56,418	48,243	-16,1845	-6,4161
173	262	01.27.72	26	8	9	45,726	44,248	42,995	-11,2412	-5,8068
174	279	01.27.72	26	8	12	53,728	999,999	52,659	-46,6182	-1,4435
175	204	01.27.72	26	8	14	52,519	999,999	999,999	-15,0660	8,8465
176	301	01.27.72	26	8	15	52,077	48,975	54,155	-12,6954	-6,4385
177	260	01.27.72	26	8	15	41,789	39,807	41,935	-18,3873	0,2161
178	301	01.27.72	26	8	15	48,509	51,709	51,336	-15,6349	-3,5515
179	182	01.27.72	26	8	16	36,585	38,792	43,622	-6,1040	       -26,4579
180	170	01.27.72	26	8	16	53,932	52,701	50,550	-11,9369	-12,5357
181	193	01.27.72	26	8	17	55,157	53,231	56,046	-15,3838	-3,9214
182	301	01.27.72	26	8	25	68,761	65,002	67,144	-12,3367	2,0647
183	167	01.27.72	26	8	26	999,999	52,031	999,999	-24,8451	-18,5599
184	154	01.27.72	26	8	30	27,325	29,065	27,424	-16,4788	-40,0460
185	179	01.27.72	26	8	32	999,999	45,928	48,061	-15,1590	-6,6514
186	173	01.27.72	26	8	32	57,683	61,405	50,940	-14,9434	-5,8153
187	301	01.27.72	26	8	34	36,999	35,659	34,667	-11,1956	-12,4172
188	157	01.27.72	26	8	36	43,756	48,645	55,131	-15,7039	-15,8884
189	191	01.27.72	26	8	37	48,811	48,836	48,268	-12,9986	-6,9480
190	215	01.27.72	26	8	40	46,839	47,206	46,761	-11,2072	-10,9640
191	155	01.27.72	26	9	1	40,805	50,336	43,968	-20,0720	-7,0207
192	140	01.27.72	26	9	4	999,999	51,995	999,999	-33,9753	-11,5992
193	169	01.27.72	26	9	4	43,579	43,782	45,469	-18,0433	-7,1262
194	155	01.27.72	26	10	20	29,070	999,999	999,999	-28,0343	24,4330
195	301	01.27.72	26	10	48	37,229	37,750	37,804	-21,3738	-0,2540
196	149	01.27.72	26	10	48	32,071	39,046	33,400	-10,7522	-47,5288
197	162	01.27.72	26	10	54	31,106	31,839	35,040	-9,3888	        -36,5368
198	168	01.27.72	26	10	55	31,810	27,812	30,174	-9,4544	        -41,0122
199	193	01.27.72	26	11	5	40,727	40,700	35,135	-6,9925	        -18,1861
200	152	01.27.72	26	11	9	35,327	37,635	35,111	-2,5569	         -36,9112
201	247	01.27.72	26	11	17	33,628	33,133	34,995	-4,0279	         -31,1072
202	219	01.27.72	26	11	20	40,284	36,220	35,426	-8,4270	         -20,0915
203	170	01.27.72	26	11	43	27,708	26,659	32,627	-18,6369	-49,8590
204	213	01.27.72	26	12	15	30,569	30,562	31,827	-3,2799	        -30,2888
205	222	01.27.72	26	12	30	32,220	30,345	29,775	-17,1232	-12,4695
206	167	01.27.72	26	13	4	27,112	27,312	999,999	-19,9526	-26,6716
207	146	01.27.72	26	13	12	33,473	32,680	37,125	-24,2571	-20,5245
208	205	01.27.72	26	13	13	23,561	23,239	27,643	5,6492	         -47,9858
209	129	01.27.72	26	13	14	999,999	38,954	999,999	-16,0629	-36,0371
210	301	01.27.72	26	13	26	30,275	36,460	999,999	11,7646	         -43,5413
211	167	01.28.72	27	4	21	999,999	36,427	37,982	-23,1296	-10,3850
212	172	01.28.72	27	4	45	33,410	34,035	999,999	-30,2489	1,1609
213	183	01.28.72	27	4	55	27,028	26,653	26,370	-18,4698	-19,4486
214	155	01.28.72	27	5	2	39,108	999,999	43,840	-18,7887	-21,9448
215	301	01.28.72	27	5	41	24,215	27,462	25,318	-0,5172	         -34,4235
216	220	01.28.72	27	5	41	25,986	25,019	25,766	-12,4213	-22,0497
217	176	01.28.72	27	5	50	24,065	23,642	23,350	-15,2062	-32,5267
218	179	01.28.72	27	6	28	999,999	28,210	30,963	-20,6094	-14,5490
219	428	01.28.72	27	6	52	45,453	42,537	43,479	-18,1725	8,2381
220	225	01.28.72	27	6	55	59,650	58,094	56,071	-10,9164	-5,8062
221	411	01.28.72	27	7	1	54,197	59,449	64,486	-12,4190	4,8635
222	196	01.28.72	27	7	1	35,134	37,339	39,177	-16,4801	-13,9588
223	225	01.28.72	27	7	39	44,843	41,174	47,615	-16,2190	-3,8719
224	301	01.28.72	27	8	26	34,652	33,190	34,467	-0,7005	        -29,8940
225	209	01.28.72	27	8	40	40,289	41,292	43,450	-14,5555	-13,9355
226	208	01.28.72	27	8	49	63,249	55,580	57,245	-12,8024	-1,8863
227	179	01.28.72	27	9	0	39,476	42,850	36,376	-17,9292	-12,7648
228	157	01.28.72	27	9	34	50,542	42,713	55,021	-11,7596	-17,7836
229	163	01.28.72	27	10	44	29,167	27,330	999,999	-13,1025	-38,2232
230	155	01.28.72	27	10	44	32,861	34,406	35,006	-6,0613	         -39,8839
231	150	01.28.72	27	10	45	999,999	37,043	33,313	-0,9954	        -33,7549
232	301	01.28.72	27	11	11	32,761	31,012	35,689	-10,9828	-19,3862
233	301	01.28.72	27	11	47	34,982	38,421	35,940	-18,5283	-7,4382
234	173	01.28.72	27	13	25	25,842	26,755	25,307	-26,1938	-22,0983
235	197	01.28.72	27	13	44	20,390	21,205	21,381	-43,5489	16,8988
236	144	01.28.72	27	14	34	22,384	21,080	21,892	-34,9870	-23,0185
237	146	01.28.72	27	14	58	23,978	30,186	24,362	-0,1187	        -52,8428
238	146	01.28.72	27	14	58	25,601	32,544	28,911	0,6052	         -52,7004
239	163	01.28.72	27	15	39	31,500	24,946	29,746	10,4250	         -44,7139
240	301	01.28.72	27	16	7	42,125	41,373	46,457	-11,2174	-66,0210
241	131	01.28.72	27	16	21	30,451	32,717	27,479	6,5235	        -49,2108
242	301	02.01.72	31	1	30	23,637	23,894	23,439	-19,3312	2,2976
243	146	02.01.72	31	2	29	22,128	22,072	28,528	-27,3345	4,3657
244	185	02.01.72	31	2	45	22,060	23,000	23,821	-26,1206	-29,1426
245	194	02.01.72	31	2	46	24,201	24,302	23,703	-36,7011	-8,3130
246	376	02.01.72	31	2	47	39,597	37,976	41,105	-20,0493	11,9297
247	217	02.01.72	31	2	49	28,634	26,561	27,628	-23,0655	-14,5964
248	210	02.01.72	31	3	5	36,581	35,470	35,821	-24,5470	6,2994
249	194	02.01.72	31	3	5	30,182	28,657	31,175	-30,6803	5,7345
250	177	02.01.72	31	3	7	18,040	999,999	18,217	-39,5001	-19,9187
251	158	02.01.72	31	3	7	32,299	31,893	31,385	-27,8133	-5,3874
252	150	02.01.72	31	3	9	32,584	33,802	35,651	-25,3610	-16,1159
253	180	02.01.72	31	3	11	27,613	25,231	25,729	-18,1777	-27,7306
254	247	02.01.72	31	3	16	25,418	26,516	28,048	-29,4692	-18,7211
255	227	02.01.72	31	3	18	42,042	41,071	43,055	-18,7193	6,8531
256	233	02.01.72	31	3	28	30,624	32,820	31,276	-22,6222	-2,9577
257	156	02.01.72	31	3	33	35,291	999,999	999,999	-18,1906	32,7248
258	462	02.01.72	31	3	38	43,362	43,194	39,193	-11,9639	2,7963
259	182	02.01.72	31	3	40	35,664	35,293	36,034	-20,0451	-12,0522
260	301	02.01.72	31	3	52	38,570	38,960	37,715	-20,1548	-7,1148
261	167	02.01.72	31	3	52	28,117	27,304	28,787	-29,4456	-13,5299
262	169	02.01.72	31	3	53	26,486	25,017	29,822	-21,3380	-32,4625
263	167	02.01.72	31	3	57	36,370	34,156	35,438	-22,9889	-4,8105
264	129	02.01.72	31	3	59	43,982	999,999	38,976	-23,4583	-5,2725
265	247	02.01.72	31	4	3	30,781	32,043	31,265	-20,0737	-22,3784
266	152	02.01.72	31	4	5	29,868	30,812	30,104	-18,2343	-31,8265
267	182	02.01.72	31	4	5	28,856	26,395	25,594	-14,6809	-27,6470
268	301	02.01.72	31	4	7	41,304	43,010	40,710	-14,8775	9,1798
269	139	02.01.72	31	4	8	999,999	32,331	35,592	-25,9460	-3,4166
270	183	02.01.72	31	4	16	36,438	37,638	35,476	-20,0994	-10,1872
271	301	02.01.72	31	4	18	38,222	40,317	37,590	-13,6653	-11,4746
272	132	02.01.72	31	4	18	23,797	23,677	24,091	-26,9996	-41,9590
273	174	02.01.72	31	4	18	30,370	27,259	26,809	-23,5542	-13,0284
274	301	02.01.72	31	4	18	999,999	28,849	31,687	-39,4763	-20,6579
275	150	02.01.72	31	4	22	26,960	27,523	27,645	-35,3788	12,5480
276	124	02.01.72	31	4	31	26,405	31,720	28,966	-25,1431	-40,5868
277	176	02.01.72	31	4	32	23,903	25,344	24,931	-23,5989	-25,2542
278	404	02.01.72	31	4	39	45,614	47,313	47,511	-17,8797	9,7867
279	147	02.01.72	31	4	43	23,578	999,999	999,999	-31,8985	56,5536
280	327	02.01.72	31	4	53	41,664	39,109	41,721	-5,7059	-8,3964
281	301	02.01.72	31	4	54	39,635	31,826	999,999	-10,6267	-13,0153
282	131	02.01.72	31	6	47	36,235	36,473	37,968	-15,2194	-32,8215
283	210	02.01.72	31	6	49	55,472	999,999	53,355	-10,8621	-7,5989
284	215	02.01.72	31	7	5	35,179	33,964	38,212	-12,0708	-14,4999
285	152	02.01.72	31	7	8	54,895	54,145	49,675	-13,9740	-13,7735
286	247	02.01.72	31	7	16	35,223	35,834	35,930	-17,1174	-19,4193
287	301	02.01.72	31	7	18	58,395	55,968	57,563	-11,0405	-6,1229
288	100	02.01.72	31	7	19	29,936	32,593	29,267	-15,9283	-56,3842
289	207	02.01.72	31	7	20	35,146	35,844	34,934	-6,6731	-21,7660
290	168	02.01.72	31	7	24	32,048	30,793	33,682	-15,9811	-26,1832
291	194	02.01.72	31	7	26	29,114	27,310	27,878	-13,0725	-22,1780
292	193	02.01.72	31	7	38	36,705	44,015	49,063	-16,6861	-8,2912
293	145	02.01.72	31	7	44	31,033	29,004	29,530	-16,3675	-34,6221
294	204	02.01.72	31	7	47	54,922	53,630	56,722	-14,4110	-4,0723
295	190	02.01.72	31	7	50	35,527	34,596	36,534	-7,9507	-25,1021
296	198	02.01.72	31	7	51	30,757	31,803	30,324	-13,1340	-21,0423
297	212	02.01.72	31	7	51	44,488	47,822	48,496	-14,0717	-8,2252
298	159	02.01.72	31	7	51	999,999	999,999	50,961	-17,0440	-30,1915
299	206	02.01.72	31	7	52	37,862	40,794	43,995	-6,9839	-20,2163
300	200	02.01.72	31	7	58	56,163	56,056	57,076	-14,9843	-3,3257
301	301	02.01.72	31	8	6	63,070	58,346	70,072	-13,0819	-12,3328
302	230	02.01.72	31	8	6	52,650	52,768	50,993	-14,0355	-1,9906
303	143	02.01.72	31	8	7	50,403	40,078	55,872	-11,8218	-17,0633
304	185	02.01.72	31	8	7	59,685	52,140	59,726	-12,2731	-6,0003
305	172	02.01.72	31	8	12	53,008	61,271	57,852	-12,7298	-9,7951
306	203	02.01.72	31	8	14	999,999	48,890	38,310	-8,9523	-11,3656
307	157	02.01.72	31	8	15	58,774	58,705	68,395	-13,0896	-10,2741
308	179	02.01.72	31	8	18	21,652	22,299	999,999	11,2143	-49,7493
309	496	02.01.72	31	8	18	42,634	47,505	999,999	0,0422	-6,7575
310	301	02.01.72	31	8	20	32,340	32,373	34,505	-5,8285	-8,9630
311	158	02.01.72	31	8	23	48,085	55,187	50,745	-16,7270	-8,9435
312	176	02.01.72	31	8	23	999,999	49,011	50,929	-16,7780	-2,1411
313	164	02.01.72	31	8	26	53,521	51,517	59,824	-14,1205	-8,2772
314	144	02.01.72	31	8	27	49,591	999,999	999,999	-17,0796	26,2474
315	154	02.01.72	31	8	29	32,045	32,121	31,621	3,1456	-43,1860
316	140	02.01.72	31	8	30	999,999	52,045	999,999	-42,9755	-7,3811
317	184	02.01.72	31	8	39	59,520	59,609	45,469	-15,0001	-0,7061
318	158	02.01.72	31	8	42	37,230	36,342	34,579	-13,0191	-27,9835
319	261	02.01.72	31	8	43	35,991	35,808	33,326	-1,9169	-22,5008
320	196	02.01.72	31	8	44	65,220	54,210	54,199	-9,8716	-7,8714
321	145	02.01.72	31	8	47	48,661	999,999	46,802	-13,8688	-16,6090
322	151	02.01.72	31	8	48	49,667	49,485	47,035	-14,6531	-11,0535
323	156	02.01.72	31	8	49	47,820	48,439	51,595	-16,5425	-9,9965
324	200	02.01.72	31	8	49	37,260	36,295	38,874	-3,3759	-28,6903
325	164	02.01.72	31	8	49	39,631	45,139	40,557	-21,7843	-6,9959
326	169	02.01.72	31	8	51	50,348	47,910	50,387	-16,0562	-9,9996
327	301	02.01.72	31	8	53	60,150	62,265	45,160	-11,5546	0,2343
328	301	02.01.72	31	8	55	52,029	52,770	999,999	-13,9361	-4,6812
329	301	02.01.72	31	8	56	43,138	47,505	46,535	-14,0275	0,0056
330	301	02.01.72	31	8	56	63,759	58,369	62,648	-10,8659	-5,6547
331	176	02.01.72	31	8	59	45,523	54,738	45,550	-16,1716	-7,9997
332	173	02.01.72	31	8	59	49,588	43,184	43,189	-11,7136	-14,7133
333	211	02.01.72	31	9	0	45,947	45,908	41,435	-1,2868	-8,2560
334	214	02.01.72	31	9	1	39,882	39,018	39,721	-10,0985	-15,3978
335	154	02.01.72	31	9	12	29,688	21,981	28,104	-7,6698	-41,8935
336	162	02.01.72	31	9	12	55,831	51,269	55,898	-13,7973	-12,0000
337	158	02.01.72	31	9	17	999,999	35,587	999,999	-38,6350	-4,5594
338	147	02.01.72	31	9	18	999,999	46,538	45,480	-20,4794	-2,6066
339	171	02.01.72	31	9	22	57,400	999,999	999,999	-13,9741	22,9751
340	168	02.01.72	31	9	22	44,458	42,552	46,561	-19,0566	-2,5393
341	282	02.01.72	31	9	22	41,905	44,599	37,456	-4,1620	-14,8183
342	188	02.01.72	31	9	30	27,872	28,067	28,962	-1,2310	-39,4509
343	202	02.01.72	31	9	37	57,245	999,999	47,056	-14,2242	2,1253
344	195	02.01.72	31	9	4	56,374	56,444	47,909	-13,9998	-2,8712
345	191	02.01.72	31	9	11	60,628	60,700	60,664	-12,9997	-6,0000
346	212	02.01.72	31	9	40	30,051	30,729	30,985	-11,4903	-23,9855
347	136	02.01.72	31	9	41	35,871	38,301	35,775	-16,8821	-26,9719
348	211	02.01.72	31	9	41	999,999	40,832	33,930	-4,3386	-21,8119
349	180	02.01.72	31	9	44	46,915	44,830	43,642	-13,6164	-15,5154
