NUMBR	DIST	DATA	    ASTRDAY	HR	MIN	V1	V2	V3	  TAU1  	TAU2 
12661	157	12.26.72	360	14	59	34,462	33,870	999,999	0,7649	-42,6605
12662	192	12.26.72	360	15	0	29,700	29,808	30,522	5,6503	-45,3457
12663	183	12.26.72	360	15	0	29,376	29,983	28,165	-4,0308	-65,8745
12664	165	12.26.72	360	15	4	19,000	999,999	999,999	-25,6137	-48,9296
12665	218	12.26.72	360	15	5	999,999	35,126	34,073	9,0386	-33,6417
12666	126	12.26.72	360	15	6	30,668	28,808	30,490	3,4542	-56,7933
12667	159	12.26.72	360	15	6	21,659	21,517	22,301	-36,3075	-23,2895
12668	152	12.26.72	360	15	19	35,587	999,999	999,999	-13,4478	-47,2429
12669	178	12.26.72	360	15	20	32,237	33,190	30,871	6,1898	-38,0948
12670	126	12.26.72	360	15	20	19,854	20,746	20,938	-48,0936	-23,5912
12671	163	12.26.72	360	15	22	33,504	37,598	33,795	8,8148	-38,2706
12672	216	12.26.72	360	15	34	31,020	33,659	30,991	7,8782	-37,7064
12673	166	12.26.72	360	15	35	29,081	30,774	30,904	-1,8027	-39,0067
12674	226	12.26.72	360	15	36	21,386	20,924	999,999	-6,1276	-38,2842
12675	126	12.26.72	360	15	37	30,602	32,545	28,997	5,6363	-53,9424
12676	160	12.26.72	360	15	38	35,183	34,795	34,797	3,7828	-40,9118
12677	152	12.26.72	360	15	38	31,640	33,914	31,886	6,0987	-46,8730
12678	136	12.26.72	360	15	40	33,345	33,674	30,767	-15,8810	-46,2159
12679	163	12.26.72	360	15	42	27,339	999,999	999,999	10,9075	-47,2955
12680	141	12.26.72	360	15	45	27,368	27,330	999,999	8,5700	-53,5559
12681	167	12.26.72	360	15	49	27,526	27,506	30,200	1,8859	-48,1433
12682	160	12.26.72	360	15	50	28,450	999,999	26,841	3,0879	-49,3186
12683	157	12.26.72	360	16	1	23,855	25,620	22,959	5,6805	-53,8615
12684	158	12.26.72	360	16	5	24,178	24,007	999,999	-19,7967	-54,9740
12685	387	12.26.72	360	16	6	22,377	22,844	999,999	15,9570	-30,3739
12686	159	12.26.72	360	16	7	26,744	26,554	26,869	13,9497	-54,0568
12687	114	12.26.72	360	16	18	32,519	32,107	32,924	0,8805	-55,0229
12688	326	12.26.72	360	16	20	26,821	26,639	26,151	12,3394	-26,8249
12689	138	12.26.72	360	16	28	23,117	23,970	999,999	12,2687	-64,6870
12690	145	12.26.72	360	16	30	14,970	999,999	999,999	-54,1980	-4,5539
12691	146	12.26.72	360	16	31	31,984	32,147	33,156	4,9731	-45,1369
12692	154	12.26.72	360	16	52	35,337	35,559	33,644	14,1750	-36,5025
12693	190	12.26.72	360	17	12	20,746	21,343	999,999	-1,9821	-60,3193
12694	150	12.26.72	360	17	33	24,865	30,466	999,999	-4,0411	-55,7716
12695	165	12.26.72	360	17	45	30,915	31,018	30,411	12,5710	-43,0197
12696	154	12.26.72	360	17	46	27,909	28,388	999,999	12,2545	-45,6856
12697	153	12.26.72	360	17	57	24,638	999,999	24,370	8,8822	-53,4842
12698	166	12.26.72	360	18	18	21,608	22,520	999,999	9,0165	-57,8385
12699	174	12.26.72	360	18	18	21,596	21,803	999,999	8,4330	-54,3103
12700	166	12.26.72	360	19	37	28,438	27,432	29,046	15,5795	-38,3962
12701	284	12.26.72	360	20	1	24,226	25,761	999,999	19,0660	-48,8113
12702	211	12.26.72	360	20	1	32,288	41,235	999,999	5,3101	-32,5525
12703	515	12.26.72	360	20	35	999,999	999,999	29,406	-4,6374	-28,7056
12704	126	12.26.72	360	21	38	25,842	999,999	27,517	17,3878	-5,1055
12705	194	12.27.72	361	0	5	999,999	20,260	18,874	-46,5683	-43,3630
12706	160	12.27.72	361	0	32	999,999	999,999	16,209	-56,7744	-1,8586
12707	145	12.27.72	361	1	37	23,023	23,141	23,715	-40,2043	-6,3886
12708	183	12.27.72	361	1	47	23,059	20,926	22,325	-26,5590	-33,7294
12709	326	12.27.72	361	1	52	18,944	22,228	19,356	-32,1804	-1,1269
12710	215	12.27.72	361	1	52	21,737	19,461	24,305	-40,7738	-0,3200
12711	391	12.27.72	361	2	0	19,804	20,164	999,999	-14,5610	-10,1414
12712	138	12.27.72	361	2	3	19,138	999,999	999,999	-42,7821	-40,8342
12713	182	12.27.72	361	2	7	29,089	29,596	27,302	-32,4180	1,7942
12714	465	12.27.72	361	2	7	26,132	24,445	24,888	-10,9785	-1,6696
12715	145	12.27.72	361	2	11	18,354	18,119	18,244	-47,4029	-24,8260
12716	491	12.27.72	361	2	15	27,836	27,710	29,527	2,0815	-15,8848
12717	233	12.27.72	361	2	24	999,999	29,906	31,535	-21,0168	-15,5827
12718	180	12.27.72	361	2	26	17,505	999,999	14,523	-65,4036	-19,6825
12719	390	12.27.72	361	2	26	36,086	33,575	999,999	-19,9491	2,0634
12720	139	12.27.72	361	2	27	13,604	999,999	999,999	-36,5238	-49,9429
12721	370	12.27.72	361	2	36	32,875	999,999	31,975	-8,0375	7,7190
12722	158	12.27.72	361	2	40	19,761	19,666	999,999	-28,8627	-35,5989
12723	279	12.27.72	361	2	47	26,812	26,553	26,530	-20,5283	-3,0206
12724	185	12.27.72	361	2	59	21,429	21,677	21,574	-33,9479	-16,0243
12725	434	12.27.72	361	3	0	27,898	27,385	27,687	-11,4351	-1,8341
12726	201	12.27.72	361	3	2	23,384	21,660	21,633	-8,5854	-38,6571
12727	243	12.27.72	361	3	2	29,570	999,999	32,556	-11,2361	-11,2265
12728	149	12.27.72	361	3	10	22,224	23,534	24,111	-18,3942	-52,9828
12729	158	12.27.72	361	3	13	43,105	999,999	999,999	-21,9121	-1,8029
12730	137	12.27.72	361	3	15	999,999	999,999	26,029	-39,0786	-26,3300
12731	241	12.27.72	361	3	15	999,999	28,959	29,281	-21,5486	-14,6758
12732	161	12.27.72	361	3	16	999,999	999,999	49,076	-13,4062	3,5552
12733	166	12.27.72	361	3	17	999,999	19,958	19,468	-24,5856	-45,7432
12734	226	12.27.72	361	3	21	32,654	33,717	31,802	-26,9882	7,8670
12735	166	12.27.72	361	3	22	24,458	999,999	24,682	-34,3287	-19,1669
12736	141	12.27.72	361	3	25	17,835	18,766	16,326	-47,3585	-22,6077
12737	204	12.27.72	361	3	28	25,561	28,573	24,785	2,0836	-27,1612
12738	521	12.27.72	361	3	29	30,527	32,687	30,038	-1,3964	-9,6517
12739	141	12.27.72	361	3	30	31,242	32,071	32,639	-25,7761	-17,4623
12740	196	12.27.72	361	3	32	31,910	33,292	999,999	-19,5642	-16,5458
12741	136	12.27.72	361	3	32	23,148	23,358	24,248	-31,4977	-41,0049
12742	159	12.27.72	361	3	33	27,086	26,570	28,073	-23,5286	-30,5922
12743	200	12.27.72	361	3	33	26,290	999,999	999,999	-15,8229	-14,9018
12744	271	12.27.72	361	3	34	38,794	37,020	36,606	-11,6579	-9,8903
12745	164	12.27.72	361	3	34	20,931	999,999	20,706	-36,3121	-24,3179
12746	436	12.27.72	361	3	35	34,806	999,999	33,664	-22,4553	2,8845
12747	176	12.27.72	361	3	35	999,999	23,572	20,936	-27,1421	-39,8796
12748	164	12.27.72	361	3	38	999,999	28,709	999,999	-18,7604	-29,5468
12749	159	12.27.72	361	3	39	15,918	999,999	16,714	-39,1237	-23,6178
12750	147	12.27.72	361	3	41	39,738	999,999	32,892	-23,3797	-4,5875
12751	172	12.27.72	361	3	43	32,231	31,519	33,462	-19,1711	-20,7545
12752	151	12.27.72	361	3	44	21,679	23,387	22,268	-41,0302	-13,9520
12753	179	12.27.72	361	3	44	26,740	999,999	27,105	-14,7823	-24,4459
12754	186	12.27.72	361	3	47	36,074	36,008	37,181	-18,6295	-10,4803
12755	139	12.27.72	361	3	49	18,914	999,999	999,999	-32,6213	-55,1648
12756	159	12.27.72	361	3	49	27,056	27,814	26,578	-19,6407	-35,4124
12757	182	12.27.72	361	3	49	23,051	23,724	24,597	-5,5900	-52,0570
12758	176	12.27.72	361	3	53	27,103	28,532	28,997	-32,4471	0,8197
12759	161	12.27.72	361	3	55	31,797	32,889	30,498	-17,0225	-11,8807
12760	224	12.27.72	361	3	56	30,986	31,454	30,771	-19,3415	-10,7356
12761	179	12.27.72	361	3	57	999,999	999,999	24,705	-22,8500	-29,7356
12762	138	12.27.72	361	3	57	32,657	31,234	32,429	-24,0482	-25,5934
12763	99	12.27.72	361	3	57	25,803	24,181	26,319	-38,2748	-18,4843
12764	148	12.27.72	361	3	58	23,586	999,999	22,603	-20,3904	-42,3988
12765	145	12.27.72	361	4	2	999,999	18,465	19,243	-29,8975	-50,6994
12766	158	12.27.72	361	4	4	31,568	28,739	28,199	-20,9668	-28,8535
12767	172	12.27.72	361	4	5	25,176	999,999	26,914	-31,0243	-12,9363
12768	153	12.27.72	361	4	6	35,159	999,999	28,215	-21,6818	-13,2189
12769	163	12.27.72	361	4	7	20,888	21,186	22,161	-3,2555	-57,7684
12770	159	12.27.72	361	4	8	27,134	26,568	25,727	-20,7148	-30,7798
12771	198	12.27.72	361	4	8	999,999	999,999	33,454	-20,5120	-15,6425
12772	189	12.27.72	361	4	9	37,818	38,006	36,955	-20,8467	-4,4603
12773	149	12.27.72	361	4	10	26,254	24,032	25,390	-23,2235	-32,1428
12774	164	12.27.72	361	4	10	30,480	31,013	30,631	-20,6624	-23,0202
12775	275	12.27.72	361	4	14	999,999	31,408	31,203	-17,1867	-14,0965
12776	184	12.27.72	361	4	15	26,936	999,999	27,662	-19,1270	-32,1423
12777	134	12.27.72	361	4	16	24,961	999,999	24,489	-37,9535	-3,5760
12778	150	12.27.72	361	4	18	26,982	25,272	27,726	-24,4378	-30,4594
12779	273	12.27.72	361	4	18	28,277	999,999	999,999	-6,9738	-40,7998
12780	167	12.27.72	361	4	20	31,647	33,125	31,612	-19,9396	-23,9190
12781	145	12.27.72	361	4	24	999,999	30,904	35,654	-22,3584	-24,3115
12782	148	12.27.72	361	4	25	19,420	20,481	999,999	-14,4195	-58,4723
12783	145	12.27.72	361	4	27	28,845	27,459	26,614	-18,5608	-39,4107
12784	169	12.27.72	361	4	29	29,537	32,025	29,702	-16,9408	-28,6257
12785	266	12.27.72	361	4	33	34,628	999,999	35,296	1,9045	-8,7809
12786	143	12.27.72	361	4	34	26,606	25,004	24,920	-21,2705	-35,9701
12787	403	12.27.72	361	4	37	40,080	999,999	43,998	-15,3550	4,5656
12788	136	12.27.72	361	4	41	27,779	29,898	32,081	-25,4705	-38,3467
12789	148	12.27.72	361	4	41	30,264	30,455	32,160	-23,4492	-24,0557
12790	135	12.27.72	361	4	42	27,827	29,608	28,066	-26,1081	-18,5149
12791	136	12.27.72	361	4	44	30,668	33,163	31,026	-23,7758	-27,8725
12792	174	12.27.72	361	4	45	999,999	23,641	24,671	-31,6077	-32,3387
12793	151	12.27.72	361	4	45	23,679	999,999	22,433	-21,8752	-48,8605
12794	174	12.27.72	361	4	47	999,999	27,462	999,999	-7,2251	-38,7814
12795	189	12.27.72	361	4	51	23,932	22,349	22,438	-14,9868	-29,8475
12796	144	12.27.72	361	5	1	22,089	999,999	21,688	-26,1531	-52,5444
12797	290	12.27.72	361	5	2	57,403	61,482	57,435	-13,6611	5,0412
12798	157	12.27.72	361	5	2	34,419	30,926	999,999	-20,7506	-29,9262
12799	104	12.27.72	361	5	2	30,001	30,777	30,293	-32,3973	-21,4839
12800	191	12.27.72	361	5	4	28,906	30,288	30,670	-16,6634	-32,3156
12801	126	12.27.72	361	5	5	24,307	24,346	25,134	-17,3278	-56,9821
12802	195	12.27.72	361	5	7	999,999	20,786	21,025	-15,8557	-48,0029
12803	175	12.27.72	361	5	11	37,007	35,850	999,999	-16,3624	-22,8868
12804	133	12.27.72	361	5	13	26,516	26,203	27,357	-25,9869	-38,2319
12805	198	12.27.72	361	5	14	44,948	42,467	44,840	-17,1626	-3,3537
12806	224	12.27.72	361	5	19	36,961	37,560	999,999	-25,5324	-26,5305
12807	139	12.27.72	361	5	21	30,599	32,142	31,683	-17,8216	-33,2572
12808	164	12.27.72	361	5	22	29,817	27,965	29,097	-16,6851	-30,0753
12809	288	12.27.72	361	5	25	42,672	41,365	43,918	-3,9552	-13,2071
12810	125	12.27.72	361	5	30	31,968	30,480	30,757	-23,2494	-33,4128
12811	450	12.27.72	361	5	32	49,037	50,676	49,844	-8,6055	1,0542
12812	136	12.27.72	361	5	37	23,608	999,999	21,111	-26,4581	-45,6534
12813	134	12.27.72	361	5	38	44,289	45,259	37,997	-15,0015	-25,0184
12814	172	12.27.72	361	5	40	28,566	29,220	27,601	-17,0418	-29,2598
12815	128	12.27.72	361	5	40	35,789	39,517	33,920	-17,7067	-28,4403
12816	208	12.27.72	361	5	42	999,999	34,585	33,829	-6,7604	-23,5615
12817	138	12.27.72	361	5	50	54,748	999,999	51,507	-18,1022	-1,2696
12818	129	12.27.72	361	5	52	26,249	26,670	26,097	-14,4689	-50,5919
12819	145	12.27.72	361	5	52	26,692	25,777	26,765	-18,1327	-42,9250
12820	160	12.27.72	361	5	53	999,999	19,824	999,999	-28,0159	-53,4950
12821	181	12.27.72	361	6	0	22,197	24,820	22,282	-23,5098	-32,3706
12822	106	12.27.72	361	6	1	30,745	31,540	999,999	-17,0736	-50,9761
12823	490	12.27.72	361	6	2	26,416	26,643	28,230	4,7408	-19,1807
12824	193	12.27.72	361	6	3	22,381	999,999	999,999	-19,4061	-29,0483
12825	198	12.27.72	361	6	5	31,735	31,024	29,244	-7,6883	-29,4791
12826	271	12.27.72	361	6	5	999,999	26,975	27,942	-1,7130	-22,8845
12827	189	12.27.72	361	6	8	36,576	39,038	35,512	-12,6525	-32,9693
12828	166	12.27.72	361	6	9	28,797	26,864	27,049	-18,0877	-52,3582
12829	157	12.27.72	361	6	10	28,887	25,282	23,108	-19,3468	-53,3468
12830	152	12.27.72	361	6	11	54,061	54,161	47,698	-17,9942	4,6761
12831	210	12.27.72	361	6	12	999,999	55,526	999,999	-13,0323	-3,7202
12832	143	12.27.72	361	6	14	52,471	999,999	52,518	-16,0202	-10,1207
12833	144	12.27.72	361	6	15	55,313	48,200	55,364	-14,7348	-10,0839
12834	188	12.27.72	361	6	15	53,596	53,122	53,155	-15,4923	-3,5389
12835	218	12.27.72	361	6	16	26,233	999,999	25,388	-16,8360	-18,7944
12836	143	12.27.72	361	6	17	30,792	26,977	999,999	-16,5673	-40,8907
12837	159	12.27.72	361	6	17	29,447	28,190	29,785	-16,2381	-38,9058
12838	138	12.27.72	361	6	19	21,001	20,163	999,999	-22,0180	-55,4415
12839	215	12.27.72	361	6	22	20,079	20,601	20,225	2,7186	-49,3077
12840	329	12.27.72	361	6	22	26,307	26,160	25,876	9,2893	-26,9103
12841	184	12.27.72	361	6	24	999,999	29,469	28,998	-11,4282	-29,1336
12842	229	12.27.72	361	6	24	55,113	56,418	51,864	-15,0662	2,8751
12843	133	12.27.72	361	6	25	50,607	999,999	999,999	-18,5075	-5,3528
12844	121	12.27.72	361	6	27	34,797	31,282	34,642	-11,9805	-44,2682
12845	121	12.27.72	361	6	30	24,993	26,977	24,075	-17,6349	-58,9827
12846	138	12.27.72	361	6	31	24,558	22,712	22,251	-8,6135	-61,8515
12847	288	12.27.72	361	6	32	51,920	56,309	51,217	-12,3245	-0,0640
12848	205	12.27.72	361	6	32	33,215	33,377	35,711	3,5400	-33,2771
12849	194	12.27.72	361	6	33	56,170	58,590	61,152	-13,1673	-3,9594
12850	156	12.27.72	361	6	37	48,315	54,808	50,380	-13,8967	-11,9433
12851	240	12.27.72	361	6	40	51,283	999,999	53,110	-16,2193	6,4257
12852	147	12.27.72	361	6	40	54,761	999,999	53,172	-16,9618	-2,1334
12853	206	12.27.72	361	6	46	48,407	50,692	51,529	-8,9369	-10,5717
12854	118	12.27.72	361	6	47	36,609	36,014	36,458	-15,3213	-37,7892
12855	191	12.27.72	361	6	49	21,460	999,999	999,999	5,8803	-56,6263
12856	143	12.27.72	361	6	49	19,233	17,556	21,003	-25,2020	-62,3807
12857	215	12.27.72	361	6	50	55,089	51,105	55,029	-9,8866	-8,8501
12858	174	12.27.72	361	6	52	34,576	35,519	33,854	-2,6546	-31,2093
12859	136	12.27.72	361	6	52	34,299	31,901	32,359	-5,2776	-39,4562
12860	212	12.27.72	361	6	54	58,010	999,999	55,194	-10,7889	-7,5510
12861	190	12.27.72	361	6	54	55,519	56,407	56,964	-12,6658	-4,3365
12862	127	12.27.72	361	6	55	61,140	999,999	999,999	-12,6727	-20,9762
12863	133	12.27.72	361	6	55	25,256	22,525	23,440	-35,1880	-19,2216
12864	211	12.27.72	361	6	56	999,999	63,761	63,737	-2,8392	2,0404
12865	171	12.27.72	361	6	58	33,561	38,268	34,315	-1,5476	-33,6120
12866	419	12.27.72	361	6	58	36,301	33,921	34,150	4,7647	-14,4220
12867	184	12.27.72	361	7	1	45,842	40,220	999,999	-18,4567	-2,6657
12868	220	12.27.72	361	7	1	53,320	50,926	54,072	-15,6078	2,9483
12869	290	12.27.72	361	7	2	999,999	62,696	74,668	-11,1200	0,9623
12870	216	12.27.72	361	7	2	56,890	64,536	64,473	-12,7375	-2,7545
12871	164	12.27.72	361	7	4	999,999	999,999	58,887	-9,9600	-7,3314
12872	164	12.27.72	361	7	5	43,914	47,177	46,031	-18,5907	-2,6182
12873	195	12.27.72	361	7	6	48,902	999,999	47,126	-14,3592	-2,7678
12874	171	12.27.72	361	7	11	42,950	39,959	39,534	-14,1797	-13,5515
12875	261	12.27.72	361	7	12	62,544	56,306	61,854	-8,3817	-4,4181
12876	216	12.27.72	361	7	12	41,835	51,341	45,971	-14,8797	-9,0252
12877	184	12.27.72	361	7	13	51,911	999,999	59,480	-16,5500	0,6122
12878	130	12.27.72	361	7	14	53,128	48,037	999,999	-12,0365	-20,9797
12879	501	12.27.72	361	7	14	45,510	43,857	42,248	1,3638	-9,2745
12880	261	12.27.72	361	7	21	999,999	999,999	60,725	-11,5033	-2,1175
12881	175	12.27.72	361	7	21	44,587	45,893	45,452	-11,2967	-17,8964
12882	146	12.27.72	361	7	24	999,999	999,999	53,038	-18,0664	1,0188
12883	171	12.27.72	361	7	26	50,645	999,999	52,741	-16,0158	0,7732
12884	214	12.27.72	361	7	27	56,641	999,999	47,973	-12,4457	-5,6591
12885	208	12.27.72	361	7	28	44,148	44,637	43,962	-16,7686	-3,9522
12886	193	12.27.72	361	7	28	999,999	47,521	999,999	-17,9639	1,5276
12887	405	12.27.72	361	7	28	37,023	35,718	36,062	6,7916	-15,1634
12888	172	12.27.72	361	7	29	52,123	50,785	57,520	-12,8215	-8,7675
12889	155	12.27.72	361	7	30	48,217	54,730	54,661	-17,0445	-3,8768
12890	179	12.27.72	361	7	32	29,469	30,984	999,999	1,1554	-39,5187
12891	179	12.27.72	361	7	32	51,782	999,999	58,662	-16,9291	0,9719
12892	199	12.27.72	361	7	32	33,815	31,197	30,162	-5,2895	-25,2315
12893	204	12.27.72	361	7	33	52,552	999,999	48,171	-17,3235	1,5370
12894	171	12.27.72	361	7	33	52,838	57,490	61,136	-10,6694	-13,4680
12895	140	12.27.72	361	7	34	64,229	55,429	999,999	-12,9382	-13,0314
12896	154	12.27.72	361	7	36	50,129	999,999	48,052	-15,2908	-9,8237
12897	499	12.27.72	361	7	38	60,090	60,150	61,449	-10,2229	2,7103
12898	150	12.27.72	361	7	39	20,299	19,467	999,999	-3,2259	-62,1813
12899	177	12.27.72	361	7	40	50,901	999,999	999,999	-9,4739	5,5883
12900	182	12.27.72	361	7	42	35,710	999,999	38,783	1,9023	-25,8250
12901	146	12.27.72	361	7	44	44,525	39,214	44,491	-22,0653	9,0651
12902	161	12.27.72	361	7	46	52,899	52,937	999,999	-8,1408	-12,6207
12903	180	12.27.72	361	7	46	999,999	49,416	999,999	-15,5270	-11,1259
12904	168	12.27.72	361	7	47	57,098	60,771	51,895	-10,1036	-17,5929
12905	430	12.27.72	361	7	50	59,179	999,999	999,999	-11,5492	51,1240
12906	194	12.27.72	361	7	50	999,999	62,673	62,656	-9,4515	-11,4901
12907	184	12.27.72	361	7	50	51,000	52,541	46,514	-10,4638	-2,0767
12908	233	12.27.72	361	7	51	999,999	60,883	999,999	-7,8660	3,5151
12909	281	12.27.72	361	7	51	53,343	53,547	53,420	-10,4370	-3,6020
12910	178	12.27.72	361	7	52	58,576	61,911	58,615	-12,2995	-6,6440
12911	196	12.27.72	361	7	52	61,362	61,453	53,556	-14,5502	-1,4443
12912	162	12.27.72	361	7	53	999,999	55,898	999,999	-11,9772	-10,8166
12913	201	12.27.72	361	7	53	33,997	36,736	38,565	-8,1732	-41,8826
12914	223	12.27.72	361	7	53	57,137	999,999	52,046	-14,0203	-2,3152
12915	152	12.27.72	361	7	53	28,750	28,818	29,974	-6,2025	-41,0483
12916	141	12.27.72	361	7	54	999,999	999,999	55,383	-16,0582	-4,4982
12917	130	12.27.72	361	7	55	44,146	39,160	43,687	-17,6556	-11,4924
12918	204	12.27.72	361	7	55	999,999	999,999	48,259	-17,8498	0,1430
12919	183	12.27.72	361	7	57	54,652	46,411	999,999	-14,6780	-6,4434
12920	151	12.27.72	361	7	57	32,286	32,152	30,896	-11,5962	-58,9470
12921	138	12.27.72	361	7	57	51,500	999,999	999,999	-12,0369	-24,4889
12922	136	12.27.72	361	7	58	24,566	25,539	22,894	-5,5263	-55,3108
12923	324	12.27.72	361	7	59	47,452	43,337	999,999	-9,4039	-2,8859
12924	142	12.27.72	361	8	0	999,999	44,330	999,999	-15,3325	-22,4225
12925	160	12.27.72	361	8	2	999,999	68,733	999,999	-12,8472	-12,9792
12926	147	12.27.72	361	8	3	31,056	31,833	31,593	-8,9752	-39,6278
12927	261	12.27.72	361	8	4	999,999	999,999	61,842	-10,7516	-3,3584
12928	235	12.27.72	361	8	4	55,884	54,143	52,581	-11,4657	-5,5072
12929	125	12.27.72	361	8	4	23,561	23,066	23,785	-30,4043	-31,8679
12930	141	12.27.72	361	8	6	52,064	47,834	999,999	-13,3206	-18,2003
12931	146	12.27.72	361	8	7	30,911	30,998	29,443	-5,9228	-45,1036
12932	188	12.27.72	361	8	8	999,999	51,477	50,446	-10,3040	-2,8777
12933	200	12.27.72	361	8	9	44,068	45,106	44,933	-12,3713	-11,0950
12934	279	12.27.72	361	8	9	53,922	54,500	50,915	-12,0250	-2,1512
12935	269	12.27.72	361	8	10	52,391	47,856	53,869	-10,9955	-4,0216
12936	189	12.27.72	361	8	10	60,309	60,400	55,420	-14,2830	-6,0247
12937	356	12.27.72	361	8	11	60,696	64,165	57,986	-10,1943	0,5483
12938	156	12.27.72	361	8	13	48,353	42,891	999,999	-18,4666	4,0395
12939	163	12.27.72	361	8	14	49,504	56,187	48,986	-14,9681	-10,5470
12940	145	12.27.72	361	8	16	45,234	999,999	41,368	-13,5274	-20,2056
12941	229	12.27.72	361	8	17	55,676	52,193	51,126	-8,8935	-3,0194
12942	400	12.27.72	361	8	18	26,883	26,737	27,097	13,9669	-27,2313
12943	289	12.27.72	361	8	18	26,733	26,560	27,542	-16,2211	-5,5860
12944	203	12.27.72	361	8	19	49,851	54,593	53,227	-14,8535	-5,2809
12945	266	12.27.72	361	8	20	46,734	999,999	47,809	-3,5801	-2,8720
12946	241	12.27.72	361	8	20	57,091	55,748	57,098	-13,7208	-0,8658
12947	209	12.27.72	361	8	20	25,834	26,545	26,788	-8,2705	-29,7329
12948	180	12.27.72	361	8	21	50,115	51,380	51,354	-13,9438	-7,1660
12949	154	12.27.72	361	8	22	56,040	57,903	48,112	-9,9678	-19,3545
12950	171	12.27.72	361	8	23	999,999	999,999	57,383	-14,8966	-6,2691
12951	206	12.27.72	361	8	24	62,963	999,999	999,999	-12,8078	-4,8236
12952	149	12.27.72	361	8	25	53,548	999,999	999,999	-12,9723	-14,8892
12953	217	12.27.72	361	8	27	33,144	31,597	33,460	5,5215	-32,7711
12954	198	12.27.72	361	8	28	51,773	999,999	54,504	-14,3100	-5,1723
12955	157	12.27.72	361	8	28	36,788	36,720	38,194	-20,0540	-11,9742
12956	136	12.27.72	361	8	29	27,947	29,273	30,036	-0,9481	-49,8244
12957	212	12.27.72	361	8	29	55,710	999,999	63,888	-9,0310	-8,5287
12958	166	12.27.72	361	8	29	69,925	999,999	999,999	-9,2047	-13,3083
12959	239	12.27.72	361	8	29	999,999	43,262	53,012	-11,0579	-5,8257
12960	136	12.27.72	361	8	30	999,999	47,723	999,999	-18,5493	-10,1279
12961	208	12.27.72	361	8	30	999,999	55,922	999,999	-12,7710	-6,7489
12962	196	12.27.72	361	8	31	999,999	54,744	54,192	-13,0129	-3,0094
12963	220	12.27.72	361	8	34	999,999	999,999	56,807	-11,3542	-8,4060
12964	631	12.27.72	361	8	35	47,409	57,697	50,605	-11,8465	6,9324
12965	141	12.27.72	361	8	36	999,999	41,197	47,220	-15,6695	-17,4686
12966	102	12.27.72	361	8	36	47,060	999,999	999,999	-20,2803	-12,9404
12967	216	12.27.72	361	8	37	56,871	999,999	999,999	-11,9277	-6,1321
12968	161	12.27.72	361	8	38	43,522	44,315	999,999	-12,0823	-18,4557
12969	150	12.27.72	361	8	39	53,705	53,772	999,999	-13,0914	-14,0898
12970	271	12.27.72	361	8	39	47,595	52,201	47,171	-8,4415	-7,4194
12971	231	12.27.72	361	8	52	37,347	999,999	999,999	-18,5815	-1,3040
12972	141	12.27.72	361	9	19	52,033	999,999	45,994	-14,7550	-16,9318
12973	154	12.27.72	361	9	20	50,098	999,999	48,118	-13,1613	-15,6343
12974	154	12.27.72	361	9	22	57,028	999,999	67,457	-9,5245	-16,7814
12975	210	12.27.72	361	9	25	24,837	23,706	25,184	-18,4054	-19,6732
12976	194	12.27.72	361	9	26	48,544	50,178	50,001	-11,8530	-12,4279
12977	196	12.27.72	361	9	26	43,479	999,999	999,999	-12,9661	-10,6134
12978	162	12.27.72	361	9	27	999,999	41,830	43,118	-21,1195	-0,0485
12979	191	12.27.72	361	9	27	45,385	50,990	53,694	-8,2531	-15,6362
12980	188	12.27.72	361	9	30	999,999	26,371	26,810	9,6941	-41,2923
12981	198	12.27.72	361	9	32	47,452	999,999	46,160	-14,9636	-11,1454
12982	220	12.27.72	361	9	35	999,999	65,067	999,999	-6,1400	-16,2216
12983	222	12.27.72	361	9	37	56,998	65,378	999,999	-9,3744	-6,5821
12984	149	12.27.72	361	9	41	53,580	53,645	53,657	-13,2180	-14,2304
12985	225	12.27.72	361	9	43	50,910	58,094	55,238	-7,3133	-13,5112
12986	148	12.27.72	361	9	44	51,223	56,795	999,999	-13,4539	-12,4690
12987	340	12.27.72	361	9	45	51,030	54,773	47,232	-17,9208	3,5250
12988	154	12.27.72	361	9	45	999,999	54,500	999,999	-13,1064	-12,3419
12989	186	12.27.72	361	9	46	46,016	44,794	47,632	-10,0306	-18,9499
12990	178	12.27.72	361	9	47	46,685	46,627	999,999	-11,1864	-17,6469
12991	166	12.27.72	361	9	47	49,319	53,615	51,050	-13,0397	-12,6441
12992	326	12.27.72	361	9	48	35,598	35,930	36,190	-10,4247	-7,4665
12993	151	12.27.72	361	9	49	41,355	999,999	47,200	-14,2986	-19,7553
12994	170	12.27.72	361	9	49	46,880	46,821	50,547	-10,9247	-18,0069
12995	153	12.27.72	361	9	50	49,336	48,023	47,943	-13,5204	-17,0189
12996	173	12.27.72	361	9	52	999,999	39,254	40,092	-16,1544	-9,2395
12997	136	12.27.72	361	9	53	51,144	47,683	54,509	-12,0813	-25,0317
12998	199	12.27.72	361	9	55	47,613	49,301	51,048	-15,9903	-5,5850
12999	291	12.27.72	361	9	56	44,634	51,868	999,999	-6,5806	-9,3433
13000	234	12.27.72	361	9	58	28,566	28,020	27,562	0,8858	-36,7040
13001	263	12.27.72	361	9	59	29,905	29,878	30,545	-3,2866	-23,2293
13002	279	12.27.72	361	10	0	44,245	44,482	40,813	-2,0629	-15,3223
